Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-05-31,Autumn Sonata,1978,https://boxd.it/9QLHDp,3.5,,,2025-05-30
2025-05-31,The Battle of Algiers,1966,https://boxd.it/9QPRzv,4.5,,,2025-05-30
2025-06-04,Judgment at Nuremberg,1961,https://boxd.it/9TxaSZ,4.5,,,2025-06-03
2025-06-13,Let's Sin,2014,https://boxd.it/9Z0XNx,3,,,2025-06-13
2025-06-29,Irreversible,2002,https://boxd.it/a9PgxX,4,,,2025-06-29
2025-07-01,Frances Ha,2012,https://boxd.it/aaXvWX,5,,,2025-07-01
2025-07-02,Raising Arizona,1987,https://boxd.it/abDFFV,4,,,2025-07-02
2025-07-04,The Darjeeling Limited,2007,https://boxd.it/acUxQz,3.5,,,2025-07-04
2025-07-05,Following,1998,https://boxd.it/adpvzt,3,,,2025-07-04
2025-07-07,Kes,1969,https://boxd.it/afoeXJ,4.5,,,2025-07-07
2025-07-10,We Need to Talk About Dilan,2024,https://boxd.it/ah8oxd,3,,,2025-07-09
2025-07-10,Senna,2010,https://boxd.it/aheGwT,3.5,,,2025-07-10
2025-07-12,"I, Daniel Blake",2016,https://boxd.it/aiBfvp,3.5,,,2025-07-12
2025-07-13,Roma,2018,https://boxd.it/ajNFOb,4,,,2025-07-13
2025-07-14,Erin Brockovich,2000,https://boxd.it/akbaTd,3,,,2025-07-13
2025-07-15,Land and Freedom,1995,https://boxd.it/akFDFp,4,,,2025-07-14
2025-07-15,I Lost My Body,2019,https://boxd.it/akUvBz,3.5,,,2025-07-14
2025-07-21,Argo,2012,https://boxd.it/aq24e5,3,,,2025-07-21
2025-07-22,The Time That Remains,2009,https://boxd.it/aquFKj,4.5,,,2025-07-22
2025-07-24,Materialists,2025,https://boxd.it/as1DCx,3.5,,,2025-07-24
2025-07-26,Memories of Murder,2003,https://boxd.it/atD8iB,4.5,,,2025-07-26
2025-07-29,Groundhog Day,1993,https://boxd.it/awq0a1,3.5,,,2025-07-29
2025-08-02,The Things of Life,1970,https://boxd.it/azMWVl,4,,,2025-08-02
2025-08-05,The Sacrifice,1986,https://boxd.it/aCkh1n,1,,,2025-08-03
2025-08-05,Hiroshima Mon Amour,1959,https://boxd.it/aCkfmj,3.5,,,2025-08-05
2025-08-07,12 Years a Slave,2013,https://boxd.it/aDtN9Z,4,,,2025-08-07
2025-08-08,The Lives of Others,2006,https://boxd.it/aE6F91,3,,,2025-08-08
2025-08-10,Cure,1997,https://boxd.it/aFsQJ3,4,,,2025-08-09
2025-08-10,A Lien,2023,https://boxd.it/aG3oMn,4.5,,,2025-08-10
2025-08-10,The Man Who Could Not Remain Silent,2024,https://boxd.it/aG3pAn,4,,,2025-08-10
2025-08-10,The Wonderful Story of Henry Sugar,2023,https://boxd.it/aG4T6p,3.5,,,2025-08-10
2025-08-12,Ulysses' Gaze,1995,https://boxd.it/aHHFcP,5,,,2025-08-12
2025-08-14,Landscape in the Mist,1988,https://boxd.it/aIF0cp,4,,,2025-08-13
2025-08-15,Breathless,1960,https://boxd.it/aJhRQ9,3,,,2025-08-14
2025-08-15,The Outreau Case: A French Nightmare,2024,https://boxd.it/aJi7i3,3,,,2025-08-14
2025-08-28,The Fall,2006,https://boxd.it/aSR1U7,4.5,,,2025-08-28
2025-09-13,Unknown Number: The High School Catfish,2025,https://boxd.it/b3f0vN,3,,,2025-09-12
2025-09-13,Bridesmaids,2011,https://boxd.it/b3f2zH,3,,,2025-09-12
2025-09-13,At the Bench,2024,https://boxd.it/b3f333,3.5,,,2025-09-12
2025-09-22,Once Upon a Time in Anatolia,2011,https://boxd.it/b8ZAUL,4,Yes,,2025-09-22
2025-09-24,Ray,2004,https://boxd.it/ba5Lxf,4,,,2025-09-23
2025-09-25,Salt of the Earth,1954,https://boxd.it/baz71X,3.5,,,2025-09-24
2025-09-28,Black Box Diaries,2024,https://boxd.it/bbYD3l,4,,,2025-09-27
2025-10-31,Frankenstein,2025,https://boxd.it/by5SVz,3,,,2025-10-30
2025-11-04,The 400 Blows,1959,https://boxd.it/bAVT2H,4,,,2025-11-03
2025-11-04,One of Those Days When Hemme Dies,2024,https://boxd.it/bBbi07,4,,,2025-11-03
2025-11-06,Nouvelle Vague,2025,https://boxd.it/bCnWwF,3.5,,,2025-11-05
2025-11-08,Pierrot le Fou,1965,https://boxd.it/bDwu9b,2,,,2025-11-07
2025-11-11,The White Ribbon,2009,https://boxd.it/bFQBcz,4.5,,,2025-11-10
2025-11-14,It Was Just an Accident,2025,https://boxd.it/bHR6R7,4,,,2025-11-13
2025-11-18,Decalogue III,1989,https://boxd.it/bKQOlf,4,,,2025-11-17
2025-11-18,Decalogue II,1989,https://boxd.it/bKQPlv,4,,,2025-11-17
2025-11-20,Rebuilding,2025,https://boxd.it/bM12yL,3,,,2025-11-19
2025-11-21,Souleymane's Story,2024,https://boxd.it/bMHmdx,4,,,2025-11-20
2025-11-23,Shoah,1985,https://boxd.it/bO8MVj,4,,,2025-11-22
2025-11-24,There Will Be Blood,2007,https://boxd.it/bOD4XH,4.5,,,2025-11-23
2025-11-26,Jay Kelly,2025,https://boxd.it/bQneiP,3,,,2025-11-25
2025-11-30,"Paris, 13th District",2021,https://boxd.it/bSTJrF,3,,,2025-11-29
2025-12-02,The Wind That Shakes the Barley,2006,https://boxd.it/bUpfbb,4,,,2025-12-01
2025-12-04,"The Tree, the Mayor and the Mediatheque",1993,https://boxd.it/bVxYMr,2.5,,,2025-12-03
2025-12-06,Leviathan,2014,https://boxd.it/bWJU4t,4.5,,,2025-12-05
2025-12-10,A Short Film About Killing,1988,https://boxd.it/bZxqO5,4,,,2025-12-09
2025-12-10,The Return,2003,https://boxd.it/bZNp6j,4.5,,,2025-12-09
2025-12-12,That Obscure Object of Desire,1977,https://boxd.it/c0DiUZ,3,,,2025-12-11
2025-12-13,La Grazia,2025,https://boxd.it/c1fQcN,3.5,,,2025-12-12
2025-12-13,Mystery,2011,https://boxd.it/c1MTAz,3,,,2025-12-13
2025-12-14,The Banishment,2007,https://boxd.it/c2FySH,3.5,,,2025-12-13
2025-12-15,Blind Chance,1987,https://boxd.it/c3zqDV,4,,,2025-12-14
2025-12-16,Sentimental Value,2025,https://boxd.it/c4mi13,3.5,,,2025-12-15
2025-12-19,Atropia,2025,https://boxd.it/c75nvP,3,,,2025-12-18
2025-12-22,Decalogue IV,1989,https://boxd.it/casAMH,3,,,2025-12-22
2025-12-25,Elena,2011,https://boxd.it/cdHea9,3,,,2025-12-24
2025-12-27,Ernest & Celestine,2012,https://boxd.it/cfk5Rl,3,,,2025-12-26
2025-12-27,The Town,2025,https://boxd.it/cfk7SF,3,,,2025-12-26
2025-12-28,The Weeping Meadow,2004,https://boxd.it/ch8xA7,4.5,,,2025-12-27
2026-01-02,Father Mother Sister Brother,2025,https://boxd.it/cn4p5V,2.5,,,2026-01-01
2026-01-05,CMXXIV,2025,https://boxd.it/cslWHd,3,,,2026-01-04
2026-01-05,Andrei Rublev,1966,https://boxd.it/cst0Zf,2.5,,,2026-01-04
2026-01-11,Persona,1966,https://boxd.it/czwGXz,3.5,,,2026-01-10
2026-01-11,"Synecdoche, New York",2008,https://boxd.it/czwHZV,4.5,,,2026-01-10
2026-01-15,Die My Love,2025,https://boxd.it/cE82ff,3,,,2026-01-14
2026-01-18,A Ghost Story,2017,https://boxd.it/cH7H5F,3.5,,,2026-01-17
2026-01-24,Marty Supreme,2025,https://boxd.it/cNdrSx,4,,,2026-01-23
2026-01-29,Hamnet,2025,https://boxd.it/cSX4QZ,4,,,2026-01-28
2026-02-06,The Secret Agent,2025,https://boxd.it/d0gNvj,4,,,2026-02-05
2026-02-14,Wuthering Heights,2026,https://boxd.it/d7rKPl,0.5,,,2026-02-13
2026-02-19,Sinners,2025,https://boxd.it/dc03SH,3.5,,,2026-02-18
2026-02-21,Ashes,2024,https://boxd.it/demUZj,0.5,,,2026-02-20
2026-02-21,Museum of Innocence,2026,https://boxd.it/der0cv,4,,,2026-02-21
2026-03-02,Eyes Wide Shut,1999,https://boxd.it/dmE3sT,4,,,2026-03-01
2026-03-10,Punch-Drunk Love,2002,https://boxd.it/dsNn8h,4,,,2026-03-09
2026-03-14,One Battle After Another,2025,https://boxd.it/dvOJl7,4.5,,,2026-03-13
2026-03-16,Little Miss Sunshine,2006,https://boxd.it/dxead9,4.5,Yes,,2026-03-15
2026-03-23,The Diving Bell and the Butterfly,2007,https://boxd.it/dDKWJ1,3.5,,,2026-03-22
2026-04-07,The Roses,2025,https://boxd.it/dScCsL,3,,,2026-04-06
2026-04-14,Free Willy,1993,https://boxd.it/dXKYZZ,5,Yes,,2026-04-13
2026-04-18,It Ends with Us,2024,https://boxd.it/e0LEFp,3,,,2026-04-17
2026-04-20,The Drama,2026,https://boxd.it/e2EtN7,4,,,2026-04-19
2026-04-21,Le Havre,2011,https://boxd.it/e3odEv,3.5,,,2026-04-20
2026-04-24,Project Hail Mary,2026,https://boxd.it/e5wk0r,3,,,2026-04-23
