Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2026-05-30,The Currents,2025,https://boxd.it/ezgayh,,,,2026-05-30
2026-07-06,Maddie's Secret,2025,https://boxd.it/f61ylj,,,,2026-07-05
2026-07-06,Maddie's Secret,2025,https://boxd.it/f61Avv,,,,2026-07-05
