Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
13514530,"Dans ve Rüya (Yarınki Yüzün, #2)",Javier Marías,"Marías, Javier",Roza Hakmen,"=""9753428243""","=""9789753428248""",0,Metis Yayınları,Paperback,296,2011,2004,,2024/02/27,to-read,to-read (#4),to-read,,,,0,0
25617221,Karasevdalılar,Javier Marías,"Marías, Javier",Saliha Nilüfer,"=""9750831977""","=""9789750831973""",0,Yapı Kredi Yayınları,Paperback,284,2015,2011,,2024/02/27,to-read,to-read (#3),to-read,,,,0,0
2155236,Katalin Street,Magda Szabó,"Szabó, Magda",Agnes Farkas Smith,"=""0975386441""","=""9780975386446""",0,Kids 4 Kids Pr,Paperback,244,2005,1969,,2024/02/27,to-read,to-read (#2),to-read,,,,0,0
30137576,Çocuk Yasası,Ian McEwan,"McEwan, Ian",Roza Hakmen,"=""9750836529""","=""9789750836527""",3,Yapı Kredi Yayınları,Paperback,152,2016,2014,2024/02/27,2024/02/27,,,read,,,,1,0
1933650,Cevdet Bey ve Oğulları,Orhan Pamuk,"Pamuk, Orhan",,"=""9754704554""","=""9789754704556""",3,İletişim Yayınları,Paperback,610,2003,1982,2024/02/25,2024/02/20,,,read,,,,1,0
13137607,"Ateş ve Mızrak (Yarınki Yüzün, Cilt, #1)",Javier Marías,"Marías, Javier",Roza Hakmen,"=""9753427964""","=""9789753427968""",5,Metis Yayınları,Paperback,336,2011,2002,2024/02/25,2024/02/20,,,read,,,,1,0
11691,Snow,Orhan Pamuk,"Pamuk, Orhan",Maureen Freely,"=""""","=""""",3,Vintage Books,Paperback,463,2005,2002,2024/02/20,2024/02/20,,,read,,,,1,0
27267154,Don Kişot,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",,"=""9944942405""","=""9799944942408""",3,İskele Yayıncılık,Paperback,488,2009,1615,,2024/02/20,,,read,,,,0,0
10687191,Balık İzlerinin Sesi,Buket Uzuner,"Uzuner, Buket",,"=""""","=""""",2,Everest Yayınları,Paperback,214,2006,1992,,2024/02/20,,,read,,,,0,0
16042498,Aldanan Kadın,Thomas Mann,"Mann, Thomas",,"=""""","=""""",4,Can Yayınları,Paperback,92,2012,1953,,2024/02/20,,,read,,,,0,0
1845237,Görünmez Kentler,Italo Calvino,"Calvino, Italo",Işıl Saatçıoğlu,"=""""","=""""",5,Yapı Kredi Yayınları,Paperback,204,2002,1972,,2024/02/20,,,read,,,,0,0
4476077,Masumiyet Müzesi,Orhan Pamuk,"Pamuk, Orhan",,"=""975050609X""","=""9789750506093""",4,İletişim Yayıncılık,Paperback,600,2008,2008,,2024/02/20,,,read,,,,0,0
12357974,Bilmemek,Milan Kundera,"Kundera, Milan",,"=""9750701224""","=""9789750701221""",4,Can Yayınları,Paperback,133,2013,2000,,2024/01/24,,,read,,,,1,0
56554576,Seneler,Annie Ernaux,"Ernaux, Annie",Siren İdemen,"=""9750748816""","=""9789750748813""",4,Can Yayınları,Paperback,232,2021,2008,2024/01/24,2023/01/06,,,read,,,,1,0
14623592,Buddenbrooklar - Bir Ailenin Çöküşü,Thomas Mann,"Mann, Thomas","Kasım Eğit, Yadigar Eğit","=""9750702778""","=""9789750702778""",5,Can Yayınları,Paperback,831,2009,1901,,2024/01/24,,,read,,,,1,0
61794611,Sinekkuşu,Sandro Veronesi,"Veronesi, Sandro",Eren Yücesan Cendey,"=""""","=""""",4,Can Yayınları,Paperback,304,2022,2019,2023/01/06,2022/12/31,,,read,,,,1,0
59062893,İdeal Defter,Brenda Lozano,"Lozano, Brenda",Nergis Gürcihan,"=""6057643496""","=""9786057643490""",3,Notos Kitap,Paperback,176,2021,2014,,2022/12/31,,,read,,,,1,0
