Date,Name,Year,Letterboxd URI,Rating
2023-06-09,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4
2023-06-09,One Fine Morning,2022,https://boxd.it/s4Ta,4
2023-06-10,Beautiful Boy,2018,https://boxd.it/g76Q,4
2023-06-17,The Departed,2006,https://boxd.it/28MA,3.5
2023-06-17,W.E.,2011,https://boxd.it/2Op4,3.5
2023-06-17,Normal People,2020,https://boxd.it/q2VY,4
2023-06-17,Phantom Thread,2017,https://boxd.it/e4uc,3.5
2023-06-24,"Paris, Texas",1984,https://boxd.it/29Ts,4
2023-06-25,Sick of Myself,2022,https://boxd.it/tEzs,3
2023-06-27,La Belle Noiseuse,1991,https://boxd.it/1RxI,3.5
2023-07-02,Snow and the Bear,2022,https://boxd.it/C6WK,3
2023-07-16,All About My Mother,1999,https://boxd.it/2b9c,3.5
2023-07-21,Hit the Road,2021,https://boxd.it/vBVO,4
2023-07-22,Oppenheimer,2023,https://boxd.it/wUow,4.5
2023-07-27,About Dry Grasses,2023,https://boxd.it/oNbO,4
2023-08-03,Barbie,2023,https://boxd.it/bCLK,3.5
2023-08-08,After Hours,1985,https://boxd.it/1VfS,4
2023-08-11,Inception,2010,https://boxd.it/1skk,4.5
2023-08-12,Twice Born,2012,https://boxd.it/41rO,3
2023-08-25,Bruce Almighty,2003,https://boxd.it/2aCC,3.5
2023-08-28,The Great Beauty,2013,https://boxd.it/5ty6,3.5
2023-08-29,The Green Knight,2021,https://boxd.it/kuy2,2
2023-08-31,20th Century Women,2016,https://boxd.it/bqU6,4
2023-09-10,This Summer Feeling,2015,https://boxd.it/cOAG,3.5
2023-09-13,Past Lives,2023,https://boxd.it/oNB8,2.5
2023-09-14,"Two Days, One Night",2014,https://boxd.it/6A58,4.5
2023-09-16,Taxi Driver,1976,https://boxd.it/2b8y,4
2023-09-21,Autumn,2008,https://boxd.it/1S22,3
2023-09-30,The Kid with a Bike,2011,https://boxd.it/5Xc,4
2023-10-02,A Bigger Splash,2015,https://boxd.it/azgs,3
2023-10-04,Death in Venice,1971,https://boxd.it/21tm,4
2023-10-06,The Child,2005,https://boxd.it/1TJm,3.5
2023-10-12,Cloud Atlas,2012,https://boxd.it/2W60,3
2023-10-16,Microphone,2010,https://boxd.it/2QBm,3.5
2023-10-27,Nelly and Monsieur Arnaud,1995,https://boxd.it/1Ruu,3
2023-10-28,The Death of Stalin,2017,https://boxd.it/ea9Y,3.5
2023-10-31,Silence,2016,https://boxd.it/2cAo,4.5
2023-11-01,Good Morning,1959,https://boxd.it/2lkk,4
2023-11-02,Basic Instinct,1992,https://boxd.it/2asM,3
2023-11-04,The Irishman,2019,https://boxd.it/dYOq,3.5
2023-11-06,Scenes from a Marriage,1974,https://boxd.it/4kJC,4
2023-11-14,Close-Up,1990,https://boxd.it/1m9q,4.5
2023-11-21,Bihter: A Forbidden Passion,2023,https://boxd.it/ENQk,0.5
2023-11-25,Last Call for Istanbul,2023,https://boxd.it/Dwfu,2.5
2023-12-03,Vivre Sa Vie,1962,https://boxd.it/28s6,3.5
2023-12-09,Fruitvale Station,2013,https://boxd.it/4VRy,4
2023-12-10,Philadelphia,1993,https://boxd.it/1XMk,3.5
2023-12-13,"Oslo, August 31st",2011,https://boxd.it/2xQC,3.5
2023-12-14,Insomnia,2002,https://boxd.it/2aB0,4
2023-12-17,I Know This Much Is True,2020,https://boxd.it/pVeo,4.5
2023-12-20,Loveless,2017,https://boxd.it/fcFa,3.5
2023-12-23,La Cérémonie,1995,https://boxd.it/287C,3
2023-12-27,Where Is the Friend's House?,1987,https://boxd.it/ELg,4.5
2024-01-01,Tiny Beautiful Things,2023,https://boxd.it/FYIS,3.5
2024-01-02,Afire,2023,https://boxd.it/y06K,3
2024-01-04,Capernaum,2018,https://boxd.it/iM3s,4
2024-01-07,Mirror,1975,https://boxd.it/28Q8,3
2024-01-13,"The Boy, the Mole, the Fox and the Horse",2022,https://boxd.it/BBT6,4
2024-01-14,Priscilla,2023,https://boxd.it/Cz3k,3
2024-01-24,Husbands and Wives,1992,https://boxd.it/1pIe,4
2024-01-28,May December,2023,https://boxd.it/vEE2,3.5
2024-02-09,Anatomy of a Fall,2023,https://boxd.it/yuDE,4.5
2024-02-10,My Salinger Year,2020,https://boxd.it/mWng,3
2024-02-12,Damage,1992,https://boxd.it/1URm,3
2024-02-14,Perfect Days,2023,https://boxd.it/ATh8,4
2024-02-19,Behind Open Doors,2023,https://boxd.it/IkAg,2
2024-02-26,Adaptation.,2002,https://boxd.it/26mA,4
2024-03-06,Prisoners,2013,https://boxd.it/4E5i,4.5
2024-03-07,A Round of Applause,2024,https://boxd.it/LJq2,4
2024-03-12,Monster,2023,https://boxd.it/DJEM,4
2024-03-21,Vortex,2021,https://boxd.it/uoni,4.5
2024-03-21,Boyhood,2014,https://boxd.it/3178,4
2024-03-24,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,4
2024-03-24,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/kiYC,3
2024-04-05,Certified Copy,2010,https://boxd.it/IMW,4
2024-04-07,The Usual Suspects,1995,https://boxd.it/29XE,4
2024-04-16,The Broken Circle Breakdown,2012,https://boxd.it/4pHm,4
2024-04-19,Manhattan,1979,https://boxd.it/29Na,3
2024-04-23,The Zone of Interest,2023,https://boxd.it/gJsA,3.5
2024-04-25,Baby Reindeer,2024,https://boxd.it/MwSa,3.5
2024-04-26,Sing Street,2016,https://boxd.it/cOo6,3.5
2024-04-28,A Man and a Woman,1966,https://boxd.it/Wb6,4
2024-05-12,A Summer's Tale,1996,https://boxd.it/183e,3
2024-06-05,Everything's Gonna Be Great,1998,https://boxd.it/2R36,4
2024-06-17,Sharp Objects,2018,https://boxd.it/j3NM,3.5
2024-07-06,All of Us Strangers,2023,https://boxd.it/Bz3C,3.5
2024-07-06,Victoria,2015,https://boxd.it/amSe,3.5
2024-07-27,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,3.5
2024-08-05,Demolition,2015,https://boxd.it/9GuY,3.5
2024-08-05,Batman Begins,2005,https://boxd.it/2aIg,3.5
2024-08-09,Inside Out 2,2024,https://boxd.it/CFrC,4
2024-08-22,Killers of the Flower Moon,2023,https://boxd.it/gHp0,4
2024-08-24,Still Alice,2014,https://boxd.it/8Nhq,3.5
2024-09-02,Children of Men,2006,https://boxd.it/1Y2i,3.5
2024-09-11,Memory,2023,https://boxd.it/AZ9O,3
2024-09-11,The Color Purple,1985,https://boxd.it/29oO,3.5
2024-09-27,Seagrass,2023,https://boxd.it/GFj2,4
2024-10-26,Inside,2012,https://boxd.it/3tPi,3
2024-11-04,Like a Son,2023,https://boxd.it/FcPw,3.5
2024-11-04,Don't Worry Darling,2022,https://boxd.it/mViu,3
2024-11-04,Am I OK?,2022,https://boxd.it/nPqY,3
2024-11-11,The Hours,2002,https://boxd.it/2a3s,3.5
2024-11-17,A Nos Amours,1983,https://boxd.it/271I,1
2024-11-17,Kramer vs. Kramer,1979,https://boxd.it/h0w,4
2024-11-20,Godard Mon Amour,2017,https://boxd.it/eGLK,3.5
2024-12-02,Mona Lisa Smile,2003,https://boxd.it/1T0Q,4
2024-12-07,The Lost Daughter,2021,https://boxd.it/kgww,4
2024-12-23,Kung Fu Panda 4,2024,https://boxd.it/CepE,3.5
2024-12-25,Don't Let Them Shoot the Kite,1989,https://boxd.it/Ff6,3.5
2025-01-12,City of God,2002,https://boxd.it/2a2a,4
2025-01-14,Training Day,2001,https://boxd.it/27A4,3.5
2025-01-19,The Substance,2024,https://boxd.it/zanS,4
2025-02-02,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,1.5
2025-02-10,Lost in Translation,2003,https://boxd.it/2b0E,3.5
2025-02-21,Chasing the Wind,2025,https://boxd.it/OkP8,0.5
2025-03-03,Cléo from 5 to 7,1962,https://boxd.it/2agm,3.5
2025-03-09,Hesitation Wound,2023,https://boxd.it/CMwY,3.5
2025-04-06,Adolescence,2025,https://boxd.it/TFGw,4.5
2025-04-07,Anora,2024,https://boxd.it/Egcw,3
2025-04-07,The Friend,2024,https://boxd.it/J0BU,3
2025-04-13,The Ballad of Wallis Island,2025,https://boxd.it/GqT0,4
2025-04-17,I'm Not a Robot,2023,https://boxd.it/IGTE,4
2025-04-17,I'm Still Here,2024,https://boxd.it/BPEO,4.5
2025-04-22,My Life as a Zucchini,2016,https://boxd.it/dL2y,5
2025-04-22,Moonlight,2016,https://boxd.it/d6bE,3.5
2025-04-25,Manchester by the Sea,2016,https://boxd.it/b2L0,4
2025-04-26,My Neighbor Totoro,1988,https://boxd.it/20eA,3.5
2025-04-29,The Brutalist,2024,https://boxd.it/k4BO,3.5
2025-04-29,Fallen Leaves,2023,https://boxd.it/Bgew,3
2025-05-01,Istanbul Encyclopedia,2025,https://boxd.it/UBvG,3.5
2025-05-03,Tokyo Story,1953,https://boxd.it/1HuY,4
2025-05-05,Decision to Leave,2022,https://boxd.it/qp9e,4
2025-05-08,The Room Next Door,2024,https://boxd.it/Fb4k,3.5
2025-05-10,Conclave,2024,https://boxd.it/AO8q,4
2025-05-28,La Haine,1995,https://boxd.it/2as8,4.5
2025-05-29,In the Mood for Love,2000,https://boxd.it/29tE,4
2025-05-30,The Young Girls of Rochefort,1967,https://boxd.it/26K8,3.5
2025-05-31,Autumn Sonata,1978,https://boxd.it/1Rio,3.5
2025-05-31,The Battle of Algiers,1966,https://boxd.it/1IRY,4.5
2025-06-04,Judgment at Nuremberg,1961,https://boxd.it/29xc,4.5
2025-06-13,Let's Sin,2014,https://boxd.it/7UNG,3
2025-06-29,Irreversible,2002,https://boxd.it/29as,4
2025-07-01,Frances Ha,2012,https://boxd.it/41Xg,5
2025-07-02,Raising Arizona,1987,https://boxd.it/2avQ,4
2025-07-04,The Darjeeling Limited,2007,https://boxd.it/24as,3.5
2025-07-05,Following,1998,https://boxd.it/1Tj4,3
2025-07-07,Kes,1969,https://boxd.it/1Qi8,4.5
2025-07-10,We Need to Talk About Dilan,2024,https://boxd.it/OIpS,3
2025-07-10,Senna,2010,https://boxd.it/kfE,3.5
2025-07-12,"I, Daniel Blake",2016,https://boxd.it/d0xa,3.5
2025-07-13,Roma,2018,https://boxd.it/f69M,4
2025-07-14,Erin Brockovich,2000,https://boxd.it/2al2,3
2025-07-15,Land and Freedom,1995,https://boxd.it/14Xi,4
2025-07-15,I Lost My Body,2019,https://boxd.it/lAYs,3.5
2025-07-21,Argo,2012,https://boxd.it/2czU,3
2025-07-22,The Time That Remains,2009,https://boxd.it/QP0,4.5
2025-07-24,Materialists,2025,https://boxd.it/GZlW,3.5
2025-07-26,Memories of Murder,2003,https://boxd.it/1TSo,4.5
2025-07-29,Groundhog Day,1993,https://boxd.it/2b3e,3.5
2025-08-03,Hunting Season,2010,https://boxd.it/CXk,3
2025-08-03,The Devil Wears Prada,2006,https://boxd.it/2awE,3
2025-08-03,Spotlight,2015,https://boxd.it/a84k,3
2025-08-03,Cats & Dogs,2001,https://boxd.it/1UUq,3.5
2025-08-03,Fight Club,1999,https://boxd.it/2a9q,3.5
2025-08-03,The Shawshank Redemption,1994,https://boxd.it/2aHi,3.5
2025-08-03,Charlie and the Chocolate Factory,2005,https://boxd.it/2b68,3.5
2025-08-03,Toy Story 2,1999,https://boxd.it/29qq,4
2025-08-03,Parasite,2019,https://boxd.it/hTha,4
2025-08-03,The Truman Show,1998,https://boxd.it/18U8,3.5
2025-08-03,The Sacrifice,1986,https://boxd.it/1xg8,1
2025-08-05,Hiroshima Mon Amour,1959,https://boxd.it/22WY,3.5
2025-08-06,The Things of Life,1970,https://boxd.it/25oU,4.5
2025-08-07,12 Years a Slave,2013,https://boxd.it/2D2e,4
2025-08-08,The Lives of Others,2006,https://boxd.it/2a4A,3
2025-08-09,"sex, lies, and videotape",1989,https://boxd.it/28Oc,3
2025-08-10,Fargo,1996,https://boxd.it/2aHM,4
2025-08-10,Cure,1997,https://boxd.it/1blA,4
2025-08-10,A Lien,2023,https://boxd.it/Gk7Y,4.5
2025-08-10,The Man Who Could Not Remain Silent,2024,https://boxd.it/MLW2,4
2025-08-10,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,3.5
2025-08-12,Ulysses' Gaze,1995,https://boxd.it/1ApC,5
2025-08-14,Landscape in the Mist,1988,https://boxd.it/JRy,4
2025-08-14,Eternity and a Day,1998,https://boxd.it/1wSq,4.5
2025-08-15,Breathless,1960,https://boxd.it/2aIK,3
2025-08-15,The Outreau Case: A French Nightmare,2024,https://boxd.it/M0E6,3
2025-08-28,The Fall,2006,https://boxd.it/1NoM,4.5
2025-09-13,Unknown Number: The High School Catfish,2025,https://boxd.it/WtQq,3
2025-09-13,Bridesmaids,2011,https://boxd.it/rac,3
2025-09-13,At the Bench,2024,https://boxd.it/QLtM,3.5
2025-09-22,Once Upon a Time in Anatolia,2011,https://boxd.it/2yHG,4
2025-09-24,Ray,2004,https://boxd.it/28km,4
2025-09-25,Salt of the Earth,1954,https://boxd.it/1yZe,3.5
2025-09-28,Black Box Diaries,2024,https://boxd.it/K5dU,4
2025-10-31,Frankenstein,2025,https://boxd.it/Ecsg,3
2025-11-04,The 400 Blows,1959,https://boxd.it/2b1C,4
2025-11-04,One of Those Days When Hemme Dies,2024,https://boxd.it/OnWQ,4
2025-11-06,Nouvelle Vague,2025,https://boxd.it/LLLQ,3.5
2025-11-08,Pierrot le Fou,1965,https://boxd.it/26j2,2
2025-11-11,The White Ribbon,2009,https://boxd.it/17eU,4.5
2025-11-14,It Was Just an Accident,2025,https://boxd.it/TX2k,4
2025-11-18,Decalogue III,1989,https://boxd.it/3Wmu,4
2025-11-18,Decalogue II,1989,https://boxd.it/C8Q,4
2025-11-20,Rebuilding,2025,https://boxd.it/JYjm,3
2025-11-21,Souleymane's Story,2024,https://boxd.it/HQVy,4
2025-11-23,Shoah,1985,https://boxd.it/XSK,4
2025-11-24,There Will Be Blood,2007,https://boxd.it/20Z2,4.5
2025-11-26,Jay Kelly,2025,https://boxd.it/EsWw,3
2025-11-30,"Paris, 13th District",2021,https://boxd.it/s0Ky,3
2025-12-02,The Wind That Shakes the Barley,2006,https://boxd.it/293Q,4
2025-12-04,"The Tree, the Mayor and the Mediatheque",1993,https://boxd.it/4lEI,2.5
2025-12-06,Leviathan,2014,https://boxd.it/7Ub8,4.5
2025-12-10,A Short Film About Killing,1988,https://boxd.it/1VtK,4
2025-12-10,The Return,2003,https://boxd.it/1UpM,4.5
2025-12-12,That Obscure Object of Desire,1977,https://boxd.it/22zg,3
2025-12-13,La Grazia,2025,https://boxd.it/RLHm,3.5
2025-12-13,Mystery,2011,https://boxd.it/7gl8,3
2025-12-14,The Banishment,2007,https://boxd.it/1wk4,3.5
2025-12-15,Blind Chance,1987,https://boxd.it/2b4G,4
2025-12-16,Sentimental Value,2025,https://boxd.it/GwcG,3.5
2025-12-19,Atropia,2025,https://boxd.it/L5Km,3
2025-12-22,Decalogue IV,1989,https://boxd.it/C8w,3
2025-12-25,Elena,2011,https://boxd.it/2I9u,3
2025-12-27,Ernest & Celestine,2012,https://boxd.it/493A,3
2025-12-27,The Town,2025,https://boxd.it/ZCeQ,3
2025-12-28,The Weeping Meadow,2004,https://boxd.it/177k,4.5
2026-01-02,Father Mother Sister Brother,2025,https://boxd.it/HRoU,2.5
2026-01-05,CMXXIV,2025,https://boxd.it/AJdU,3
2026-01-05,Andrei Rublev,1966,https://boxd.it/29lg,2.5
2026-01-11,Persona,1966,https://boxd.it/29B4,3.5
2026-01-11,"Synecdoche, New York",2008,https://boxd.it/23zw,4.5
2026-01-15,Die My Love,2025,https://boxd.it/D5cI,3
2026-01-18,A Ghost Story,2017,https://boxd.it/fb0K,3.5
2026-01-24,Marty Supreme,2025,https://boxd.it/Off0,4
2026-01-29,Hamnet,2025,https://boxd.it/woVy,4
2026-02-06,The Secret Agent,2025,https://boxd.it/KkUE,4
2026-02-14,Wuthering Heights,2026,https://boxd.it/OdIa,0.5
2026-02-19,Sinners,2025,https://boxd.it/KQMM,3.5
2026-02-21,Ashes,2024,https://boxd.it/KIWa,0.5
2026-02-21,Museum of Innocence,2026,https://boxd.it/10YUc,4
2026-03-02,Eyes Wide Shut,1999,https://boxd.it/2axs,4
2026-03-10,Punch-Drunk Love,2002,https://boxd.it/20E4,4
2026-03-14,One Battle After Another,2025,https://boxd.it/DUHM,4.5
2026-03-16,Little Miss Sunshine,2006,https://boxd.it/29EW,4.5
2026-03-23,The Diving Bell and the Butterfly,2007,https://boxd.it/27Di,3.5
2026-04-07,The Roses,2025,https://boxd.it/MjnI,3
2026-04-14,Free Willy,1993,https://boxd.it/28qO,5
2026-04-18,It Ends with Us,2024,https://boxd.it/ENjg,3
2026-04-20,The Drama,2026,https://boxd.it/OA2w,4
